drug_id,drug_name,condition,reason,source
drug_000716,Chlortan,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_000717,Chlortan D,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_000718,Chlorthalidone,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_000719,Choline Magnesium Trisalicylate,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_000722,Chorionic Gonadotropin Hcg,pregnancy,Pregnancy category X,drugs_com
drug_000724,Cialis,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_000731,Cimetidine,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_000739,Citalopram,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_000745,Claravis,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_000745,Claravis,pregnancy,Pregnancy category X,drugs_com
drug_000761,Clear Cough Pm Multi Symptom,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_000764,Cleeravue M,pregnancy,Pregnancy category D,drugs_com
drug_000765,Clemastine,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_000771,Clevidipine,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_000772,Cleviprex,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_000783,Clinoril,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_000791,Clomipramine,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_000792,Clonazepam,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_000792,Clonazepam,pregnancy,Pregnancy category D,drugs_com
drug_000793,Clonidine,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_000795,Clorazepate,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_000796,Clozapine,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_000797,Clozaril,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_000798,Co Trimoxazole,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_000798,Co Trimoxazole,pregnancy,Pregnancy category D,drugs_com
drug_000807,Codar Ar,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_000808,Codeine,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_000809,Codeine Guaifenesin Pseudoephedrine,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_000810,Codeine Phenylephrine Triprolidine,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_000811,Codimal Dm,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_000812,Coditussin Dac,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_000815,Cold Multi Symptom Nighttime,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_000820,Complete Allergy Relief,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_000822,Compoz Nighttime Sleep Aid,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_000823,Compro,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_000824,Comtrex Cold And Cough,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_000825,Comtrex Cold And Cough Maximum Strength,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_000826,Comtrex Cold And Flu Maximum Strength Tablet,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_000827,Comtrex Nighttime Cold And Cough,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_000828,Comtrex Severe Cold And Sinus,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_000829,Conal,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_000830,Concerta,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_000831,Conex,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_000832,Conjugated Estrogens,pregnancy,Pregnancy category X,drugs_com
drug_000833,Conjugated Estrogens Medroxyprogesterone,pregnancy,Pregnancy category X,drugs_com
drug_000834,Conjupri,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_000836,Contac Cold Flu Night Cooling Relief Liquid,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_000837,Contac Cold Flu Night Formula,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_000838,Contrave,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_000838,Contrave,pregnancy,Pregnancy category X,drugs_com
drug_000839,Conzip,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_000841,Cope,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_000845,Coreg,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_000846,Coreg Cr,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_000847,Corgard,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_000848,Coricidin Hbp Cold And Flu,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_000849,Coricidin Hbp Maximum Strength Flu,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_000850,Coricidin Hbp Nighttime Multi Symptom Cold,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_000862,Corzide,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_000863,Corzide 40 5,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_000864,Corzide 80 5,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_000867,Cosmegen,pregnancy,Pregnancy category D,drugs_com
drug_000868,Cotempla Xr Odt,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_000869,Covaryx,pregnancy,Pregnancy category X,drugs_com
drug_000870,Covaryx Hs,pregnancy,Pregnancy category X,drugs_com
drug_000871,Cozaar,pregnancy,Pregnancy category D,drugs_com
drug_000873,Crestor,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_000873,Crestor,pregnancy,Pregnancy category X,drugs_com
drug_000877,Cuprimine,pregnancy,Pregnancy category D,drugs_com
drug_000880,Cyclobenzaprine,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_000882,Cyclophosphamide,pregnancy,Pregnancy category D,drugs_com
drug_000883,Cycloset,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_000886,Cymbalta,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_000887,Cyproheptadine,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_000889,D H E 45,pregnancy,Pregnancy category X,drugs_com
drug_000890,D Penamine,pregnancy,Pregnancy category D,drugs_com
drug_000891,Dactinomycin,pregnancy,Pregnancy category D,drugs_com
drug_000893,Dallergy,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_000894,Dallergy Drops,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_000896,Dapagliflozin,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_000897,Dapagliflozin Metformin,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_000898,Dapagliflozin Saxagliptin,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_000900,Daridorexant,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_000903,Daypro,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_000904,Daytrana,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_000905,Dayvigo,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_000906,Dazidox,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_000908,Decon A,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_000909,Deconamine,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_000910,Decorel Forte Plus,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_000913,Delsym Cough And Sore Throat,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_000914,Delsym Cough Cold Day Time,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_000915,Delsym Cough Cold Night Time,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_000916,Delsym Night Time Multi Symptom,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_000917,Deltuss Dmx,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_000919,Demadex,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_000920,Demerol,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_000922,Denosumab,pregnancy,Pregnancy category X,drugs_com
drug_000924,Depakote,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_000924,Depakote,pregnancy,Pregnancy category D,drugs_com
drug_000925,Depakote Er,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_000925,Depakote Er,pregnancy,Pregnancy category D,drugs_com
drug_000926,Depakote Sprinkles,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_000926,Depakote Sprinkles,pregnancy,Pregnancy category D,drugs_com
drug_000927,Depen,pregnancy,Pregnancy category D,drugs_com
drug_000948,Desipramine,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_000955,Desoxyn,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_000957,Desvenlafaxine,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_000958,Desyrel,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_000959,Desyrel Dividose,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_000960,Detrol,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_000961,Detrol La,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_000964,Dexbrompheniramine,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_000965,Dexbrompheniramine Phenylephrine,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_000966,Dexbrompheniramine Pseudoephedrine,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_000967,Dexchlorpheniramine,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_000968,Dexchlorpheniramine Dextromethorphan Pseudoephedrine,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_000969,Dexchlorpheniramine Phenylephrine,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_000970,Dexedrine,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_000975,Dextroamphetamine,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_000976,Dextromethorphan Diphenhydramine Phenylephrine,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_000977,Dextromethorphan Phenylephrine Pyrilamine,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_000978,Dextromethorphan Phenylephrine Triprolidine,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_000979,Dextromethorphan Promethazine,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_000980,Dextromethorphan Pyrilamine,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_000984,Diabeta,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_000985,Diabetic Tussin Night Time Formula,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_000986,Diamode,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_000987,Diastat,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_000987,Diastat,pregnancy,Pregnancy category D,drugs_com
drug_000988,Diastat Acudial,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_000988,Diastat Acudial,pregnancy,Pregnancy category D,drugs_com
drug_000989,Diastat Pediatric,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_000989,Diastat Pediatric,pregnancy,Pregnancy category D,drugs_com
drug_000990,Diazepam,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_000990,Diazepam,pregnancy,Pregnancy category D,drugs_com
drug_000991,Diazepam Intensol,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_000991,Diazepam Intensol,pregnancy,Pregnancy category D,drugs_com
drug_000992,Dicel,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_000993,Diclofenac,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_000993,Diclofenac,pregnancy,Pregnancy category D,drugs_com
drug_000995,Diclofenac Misoprostol,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_000995,Diclofenac Misoprostol,pregnancy,Pregnancy category X,drugs_com
drug_001004,Dicopanol,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001005,Diethylpropion,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001010,Dihydroergotamine,pregnancy,Pregnancy category X,drugs_com
drug_001012,Dilantin,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001012,Dilantin,pregnancy,Pregnancy category D,drugs_com
drug_001014,Dilaudid,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001019,Dimenhydrinate,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001020,Dimetane Decongestant,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001021,Dimetapp Children S Cold And Allergy,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001023,Diovan,pregnancy,Pregnancy category D,drugs_com
drug_001024,Diovan Hct,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001024,Diovan Hct,pregnancy,Pregnancy category D,drugs_com
drug_001025,Diphedryl,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001026,Diphen,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001027,Diphenhydramine,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001028,Diphenhydramine Ibuprofen,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001029,Diphenhydramine Magnesium Salicylate,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001030,Diphenhydramine Naproxen,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001031,Diphenhydramine Phenylephrine,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001033,Ditropan Xl,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001034,Diuril,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001035,Diuril Sodium,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001036,Divalproex Sodium,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001036,Divalproex Sodium,pregnancy,Pregnancy category D,drugs_com
drug_001037,Dixaphedrine,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001039,Doan S Pills,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001040,Doans Pills Extra Strength,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001041,Doans Pm,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001047,Dologen,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001048,Dolono,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001054,Doral,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001057,Doryx,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001057,Doryx,pregnancy,Pregnancy category D,drugs_com
drug_001058,Doryx Mpc,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001058,Doryx Mpc,pregnancy,Pregnancy category D,drugs_com
drug_001061,Doxazosin,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001062,Doxepin,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001063,Doxorubicin,pregnancy,Pregnancy category D,drugs_com
drug_001064,Doxy 100,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001064,Doxy 100,pregnancy,Pregnancy category D,drugs_com
drug_001065,Doxycycline,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001065,Doxycycline,pregnancy,Pregnancy category D,drugs_com
drug_001066,Doxylamine,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001067,Doxylamine Phenylephrine,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001068,Dristan Cold Multi Symptom Formula,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001072,Drixoral Cold And Allergy,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001073,Drospirenone Ethinyl Estradiol,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001073,Drospirenone Ethinyl Estradiol,pregnancy,Pregnancy category X,drugs_com
drug_001074,Drospirenone Ethinyl Estradiol Levomefolate Calcium,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001074,Drospirenone Ethinyl Estradiol Levomefolate Calcium,pregnancy,Pregnancy category X,drugs_com
drug_001075,Dsuvia,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001079,Duavee,pregnancy,Pregnancy category X,drugs_com
drug_001080,Duetact,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001081,Duexis,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001082,Dulaglutide,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001087,Duloxetine,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001092,Duraclon,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001093,Duraflu,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001094,Duragesic,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001095,Duramorph,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001096,Duramorph Pf,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001098,Duraxin,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001101,Dutoprol,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001102,Dvorah,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001104,Dyanavel Xr,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001105,Dyazide,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001108,Dymista,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001109,Dynacin,pregnancy,Pregnancy category D,drugs_com
drug_001112,Dytan D,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001113,Dytan Dm,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001114,Dytuss,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001117,E E S Granules,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001120,Easprin,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001121,Ec Naprosyn,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001122,Ecotrin,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001123,Ecpirin,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001124,Ed A Hist,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001125,Ed Chlor Ped Jr,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001126,Ed Chlorped,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001127,Ed Chlorped D,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001128,Ed Chlortan,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001129,Ed Flex,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001130,Edarbi,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001130,Edarbi,pregnancy,Pregnancy category D,drugs_com
drug_001131,Edarbyclor,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001131,Edarbyclor,pregnancy,Pregnancy category D,drugs_com
drug_001132,Edex,pregnancy,Pregnancy category X,drugs_com
drug_001133,Edluar,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001135,Eemt,pregnancy,Pregnancy category X,drugs_com
drug_001136,Eemt Hs,pregnancy,Pregnancy category X,drugs_com
drug_001137,Efavirenz,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001137,Efavirenz,pregnancy,Pregnancy category D,drugs_com
drug_001138,Efavirenz Emtricitabine Tenofovir,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001138,Efavirenz Emtricitabine Tenofovir,pregnancy,Pregnancy category D,drugs_com
drug_001139,Efavirenz Lamivudine Tenofovir,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001140,Effexor,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001141,Effexor Xr,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001144,Elepsia Xr,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001154,Empagliflozin,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001155,Empagliflozin Linagliptin,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001156,Empagliflozin Linagliptin Metformin,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001157,Empagliflozin Metformin,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001158,Emsam,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001167,Enalapril,pregnancy,Pregnancy category D,drugs_com
drug_001168,Enalapril Hydrochlorothiazide,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001168,Enalapril Hydrochlorothiazide,pregnancy,Pregnancy category D,drugs_com
drug_001170,Endodan,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001176,Entercote,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001180,Epaned,pregnancy,Pregnancy category D,drugs_com
drug_001187,Eplerenone,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001188,Eprontia,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001188,Eprontia,pregnancy,Pregnancy category D,drugs_com
drug_001189,Eprosartan,pregnancy,Pregnancy category D,drugs_com
drug_001191,Epzicom,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001193,Equaline Sleep Aid,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001195,Equate Sleep Aid,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001196,Equetro,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001196,Equetro,pregnancy,Pregnancy category D,drugs_com
drug_001199,Ergomar,pregnancy,Pregnancy category X,drugs_com
drug_001200,Ergotamine,pregnancy,Pregnancy category X,drugs_com
drug_001202,Ertugliflozin,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001203,Ertugliflozin Metformin,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001204,Ertugliflozin Sitagliptin,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001206,Ery Tab,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001207,Eryc,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001209,Eryped,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001210,Erythrocin,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001211,Erythrocin Lactobionate,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001212,Erythromycin,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001213,Escitalopram,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001214,Esidrix,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001215,Esketamine,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001216,Eslicarbazepine,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001217,Esmolol,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001219,Esomeprazole Naproxen,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001221,Estarylla,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001221,Estarylla,pregnancy,Pregnancy category X,drugs_com
drug_001222,Estazolam,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001222,Estazolam,pregnancy,Pregnancy category X,drugs_com
drug_001223,Esterified Estrogens,pregnancy,Pregnancy category X,drugs_com
drug_001224,Esterified Estrogens Methyltestosterone,pregnancy,Pregnancy category X,drugs_com
drug_001226,Estropipate,pregnancy,Pregnancy category X,drugs_com
drug_001227,Eszopiclone,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001229,Eth Oxydose,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001230,Ethinyl Estradiol Norethindrone,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001230,Ethinyl Estradiol Norethindrone,pregnancy,Pregnancy category X,drugs_com
drug_001231,Ethinyl Estradiol Norgestimate,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001231,Ethinyl Estradiol Norgestimate,pregnancy,Pregnancy category X,drugs_com
drug_001232,Ethosuximide,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001234,Etodolac,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001235,Etopophos,pregnancy,Pregnancy category D,drugs_com
drug_001236,Etoposide,pregnancy,Pregnancy category D,drugs_com
drug_001241,Evekeo,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001242,Evekeo Odt,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001244,Evista,pregnancy,Pregnancy category X,drugs_com
drug_001249,Excedrin,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001250,Excedrin Migraine,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001251,Excedrin Quick Tab,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001252,Excedrin Tension Headache,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001254,Exenatide,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001255,Exforge,pregnancy,Pregnancy category D,drugs_com
drug_001256,Exforge Hct,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001256,Exforge Hct,pregnancy,Pregnancy category D,drugs_com
drug_001260,Ezallor,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001260,Ezallor,pregnancy,Pregnancy category X,drugs_com
drug_001262,Ezetimibe Rosuvastatin,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001263,Ezetimibe Simvastatin,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001263,Ezetimibe Simvastatin,pregnancy,Pregnancy category X,drugs_com
drug_001264,Fabior,pregnancy,Pregnancy category X,drugs_com
drug_001267,Famotidine Ibuprofen,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001268,Fanapt,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001269,Farxiga,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001272,Fazaclo,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001273,Febrol Solution,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001275,Feldene,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001277,Fendique Er,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001279,Fenfluramine,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001281,Fenoprofen,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001281,Fenoprofen,pregnancy,Pregnancy category D,drugs_com
drug_001282,Fenortho,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001282,Fenortho,pregnancy,Pregnancy category D,drugs_com
drug_001284,Fentanyl,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001285,Fentanyl Transdermal System,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001286,Fentora,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001289,Fetzima,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001290,Feverall,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001293,Fiasp,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001299,Fiorinal,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001301,Flagyl,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001302,Flagyl 375,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001303,Flagyl Iv,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001304,Flanax Pain Reliever,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001305,Flavoxate,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001313,Flolipid,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001313,Flolipid,pregnancy,Pregnancy category X,drugs_com
drug_001320,Flu And Severe Cold And Cough Daytime Powder,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001321,Fludarabine,pregnancy,Pregnancy category D,drugs_com
drug_001326,Fluorouracil,pregnancy,Pregnancy category D,drugs_com
drug_001327,Fluoxetine,concurrent alcohol use,Alcohol interaction flag,drugs_com
